id,value,synthetic_class,1,abnormalities,autosomal,breast,c2,cancer,cancers,carcinomas,cell,colorectal,complement,congenital,deficiency,deficient,dehydrogenase,disease,disorder,disorders,dysplasia,dystrophy,familial,g6pd,hereditary,infections,inherited,linked,muscular,ovarian,protein,recessive,sporadic,syndrome,tumors,type,von
667,abnormalities in the vision blindness genes,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,"abnormalities of eyes, nervous system, and kidneys",CompositeMention,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,abnormalities of skeletal muscle function,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,abnormality in fatty alcohol metabolism,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,abnormality of CYP27,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,absence of deep tendon reflexes,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,absence of functional C7,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,absence of hypoxanthine-guanine phosphoribosyltransferase (HPRT) activity,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,absence of iris,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,absence of the seventh component of complemen,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,absence of the sixth component of complement,SpecificDisease,0,0,0,0,0,0,0,0,0,0,1.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,acanthocytosis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,achondrogenesis 1B,SpecificDisease,1.03001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,achondrogenesis type 1B,SpecificDisease,1.03001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04437,0
681,acro-osteolysis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,acute anterior uveitis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,acute leukemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,acute meningococcal meningitis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,acute myeloid leukemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,acute radiation toxicity,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,acute renal disease,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,adenoma,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,adenomas,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,adenomatous polyposis coli,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,adenomatous polyposis coli (APC) tumor,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,adenomatous polyposis coli (APC) tumour,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,adenomatous polyposis coli tumour,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,adenomatous polyps,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,adenomatous polyps in the colon,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,adenomatous polyps of the colon and rectum,CompositeMention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,adenovirus infection,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,adipose tissue inflammation,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,adolescent ALD,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,adolescent cerebral ALD,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,adrenal cortical insufficiency,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,adrenal insufficiency,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,adrenocorotical carcinoma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,adrenocortical carcinoma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,adrenocortical insufficiency,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,adrenocortical tumors,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0191,0,0
707,adrenocrotical insufficiency,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,adrenoleukodystrophy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,adrenoleukodystrophy protein deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,1.02944,0,0,0,0,0,0,0,0,1.02044,0,0,0,0,0,0
710,adrenomyeloneuropathy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,adult MLD,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,adult onset globoid cell leukodystrophy,SpecificDisease,0,0,0,0,0,0,0,0,1.04076,0,0,0,0,0,0,0,0,0,0,1.02944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,adult renal hamartomas,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,advanced prostate cancer,SpecificDisease,0,0,0,0,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,advanced prostate cancers,SpecificDisease,0,0,0,0,0,1.13009,1.04024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,advanced-stage hereditary cancer,Modifer,0,0,0,0,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
717,affective disorders,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,1.03708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,afibrinogenemia,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,aku,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,alkaptonuria,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,allelic disorders,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,1.03708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,alpha-Gal A deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,alpha-galactosidase deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,alveolar rhabdomyosarcoma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,amelogenesis imperfecta,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,amyloidosis,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,amyloidotic kidney disease,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,analbuminemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,anemia,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,anencephaly,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,aneuploidy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,angioedema,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,angiokeratoma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,angiokeratoma corporis diffusum,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,anhaptoglobinemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,aniridia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,ankle contractures,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,ankle edema,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,ankylosing spondylitis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,anophthalmia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,anosmia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,anterior segment abnormalities,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,anterior segment anomalies,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,anterior segment defects,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,anterior segment malformations,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,anxiety,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,anxiety-related personality traits,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,anxiety-related traits,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,aortic rupture,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,aplasia or hypoplasia of the thymus and parathyroid glands,CompositeMention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,arachnodactyly,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,arginine vasopressin (AVP) deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,argininemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,arterial hypotension,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,arthralgia,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,arthralgias,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,arthritis,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,arthropathy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,aspartylglucosaminuria,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,ataxia telangiectasia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,ataxia-telangiectasia,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,ataxia-telangiectasia-like disorder,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,atelosteogenesis 2,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,atelosteogenesis type 2,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04437,0
765,atherogenesis,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,atherosclerosis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,atherosclerotic cardiovascular disease,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,atherosclerotic symptoms,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,atopic dermatitis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,atrophic benign epidermolysis bullosa,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,atrophic changes of the nails,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,atrophy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,atrophy of the retinal pigment epithelium,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,attenuated APC,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,attenuated FAP,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,attenuated adenomatous polyposis coli,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,attenuated familial adenomatous polyposis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,attenuated polyposis,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,auditory anomalies,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,autism,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,autistic,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,autoimmune chronic active hepatitis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,autoimmune disorders,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,1.03708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,autoimmune lymphoproliferative syndrome,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11376,0,0,0
785,"autoimmune lymphoproliferative syndrome, type Ia",SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11376,0,1.04437,0
786,autoimmune manifestations,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,autosomal codominant disorder,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,autosomal dominant bone disorder,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,autosomal dominant clefting condition,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,autosomal dominant condition,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,autosomal dominant congenital disorder of the eye,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,1.0337,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,autosomal dominant craniofacial disorder,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,autosomal dominant disease,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,autosomal dominant disorde,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,autosomal dominant disorder,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,autosomal dominant epilepsy syndrome,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11376,0,0,0
797,autosomal dominant genetic disorder,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,autosomal dominant keratitis,SpecificDisease,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,autosomal dominant multisystem disorder,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,autosomal dominant myotonia congenita,SpecificDisease,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,autosomal dominant neurodegenerative disorder,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,autosomal dominant neurohypophyseal diabetes insipidus,SpecificDisease,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,autosomal dominant nocturnal frontal lobe epilepsy,SpecificDisease,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,autosomal dominant retinitis pigmentosa,SpecificDisease,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,autosomal dominant syndrome,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11376,0,0,0
806,autosomal dominantly inherited cancer syndrome,DiseaseClass,0,0,1.06327,0,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05422,0,0,0,0,0,0,1.11376,0,0,0
807,autosomal recessive Alport syndrome,SpecificDisease,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03675,0,1.11376,0,0,0
808,autosomal recessive ataxia,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03675,0,0,0,0,0
809,autosomal recessive cardiodegenerative and neurodegenerative disease,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03675,0,0,0,0,0
810,autosomal recessive degenerative disorder,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,1.03675,0,0,0,0,0
811,autosomal recessive disease,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03675,0,0,0,0,0
812,autosomal recessive disease glucose/galactose malabsorption,SpecificDisease,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03675,0,0,0,0,0
813,autosomal recessive disorder,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,1.03675,0,0,0,0,0
814,autosomal recessive disorder of human galactose metabolism,DiseaseClass,0,0,1.06327,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,1.03675,0,0,0,0,0
